,paragraph,split_paragraph
150,"View level: The highest level of abstraction describes only part of the entire database. Even though the logical level uses simpler structures, complexity remains because of the variety of information stored in a large database. Many users of a database system do not need all this information; instead, they need to access only a part of the database. The view level of abstraction exists to simplify their interaction with the system. The system may provide many views for the same database.","['view', 'level', 'high', 'level', 'abstraction', 'describe', 'entire', 'database', 'logical', 'level', 'use', 'simple', 'structure', 'complexity', 'remain', 'variety', 'information', 'store', 'large', 'database', 'user', 'database', 'system', 'need', 'information', 'instead', 'need', 'access', 'database', 'view', 'level', 'abstraction', 'exist', 'simplify', 'interaction', 'system', 'system', 'provide', 'view', 'database']"
151,The ability to provide a design of different levels of abstraction can,"['ability', 'provide', 'design', 'different', 'level', 'abstraction']"
152,Systems design and business process design can both use this. Some design processes specifically generate designs that contain various levels of abstraction.,"['systems', 'design', 'business', 'process', 'design', 'use', 'design', 'process', 'specifically', 'generate', 'design', 'contain', 'level', 'abstraction']"
153,"Layered architecture partitions the concerns of the application into stacked groups layers. It is a technique used in designing computer software, hardware, and communications in which system or network components are isolated in layers so that changes can be made in one layer without affecting the others.","['layered', 'architecture', 'partition', 'concern', 'application', 'stack', 'group', 'layer', 'technique', 'design', 'computer', 'software', 'hardware', 'communication', 'system', 'network', 'component', 'isolate', 'layer', 'change', 'layer', 'affect']"
154,Pages for logged out editors learn more,"['page', 'log', 'editor', 'learn']"
155,"In the fields of physical security and information security, access control AC is the selective restriction of access to a place or other resource, while access management describes the process. The act of accessing may mean consuming, entering, or using. Permission to access a resource is called authorization.","['field', 'physical', 'security', 'information', 'security', 'access', 'control', 'selective', 'restriction', 'access', 'place', 'resource', 'access', 'management', 'describe', 'process', 'act', 'access', 'mean', 'consume', 'enter', 'permission', 'access', 'resource', 'call', 'authorization']"
156,Locks and login credentials are two analogous mechanisms of access control.,"['lock', 'login', 'credential', 'analogous', 'mechanism', 'access', 'control']"
157,"Geographical access control may be enforced by personnel e.g. border guard, bouncer, ticket checker, or with a device such as a turnstile. There may be fences to avoid circumventing this access control. An alternative of access control in the strict sense physically controlling access itself is a system of checking authorized presence, see e.g. Ticket controller transportation. A variant is exit control, e.g. of a shop checkout or a country.1","['geographical', 'access', 'control', 'enforce', 'personnel', 'e.g.', 'border', 'guard', 'bouncer', 'ticket', 'checker', 'device', 'turnstile', 'fence', 'avoid', 'circumvent', 'access', 'control', 'alternative', 'access', 'control', 'strict', 'sense', 'physically', 'control', 'access', 'system', 'check', 'authorize', 'presence', 'e.g.', 'ticket', 'controller', 'transportation', 'variant', 'exit', 'control', 'e.g.', 'shop', 'checkout', 'country']"
158,"The term access control refers to the practice of restricting entrance to a property, a building, or a room to authorized persons. Physical access control can be achieved by a human a guard, bouncer, or receptionist, through mechanical means such as locks and keys, or through technological means such as access control systems like the mantrap. Within these environments, physical key management may also be employed as a means of further managing and monitoring access to mechanically keyed areas or access to certain small assets.1","['term', 'access', 'control', 'refer', 'practice', 'restrict', 'entrance', 'property', 'building', 'room', 'authorized', 'person', 'physical', 'access', 'control', 'achieve', 'human', 'guard', 'bouncer', 'receptionist', 'mechanical', 'mean', 'lock', 'key', 'technological', 'mean', 'access', 'control', 'system', 'like', 'mantrap', 'environment', 'physical', 'key', 'management', 'employ', 'mean', 'manage', 'monitor', 'access', 'mechanically', 'key', 'area', 'access', 'certain', 'small', 'assets']"
159,"Physical access control is a matter of who, where, and when. An access control system determines who is allowed to enter or exit, where they are allowed to exit or enter, and when they are allowed to enter or exit. Historically, this was partially accomplished through keys and locks. When a door is locked, only someone with a key can enter through the door, depending on how the lock is configured. Mechanical locks and keys do not allow restriction of the key holder to specific times or dates. Mechanical locks and keys do not provide records of the key used on any specific door, and the keys can be easily copied or transferred to an unauthorized person. When a mechanical key is lost or the key holder is no longer authorized to use the protected area, the locks must be re-keyed.2","['physical', 'access', 'control', 'matter', 'access', 'control', 'system', 'determine', 'allow', 'enter', 'exit', 'allow', 'exit', 'enter', 'allow', 'enter', 'exit', 'historically', 'partially', 'accomplish', 'key', 'lock', 'door', 'lock', 'key', 'enter', 'door', 'depend', 'lock', 'configure', 'mechanical', 'lock', 'key', 'allow', 'restriction', 'key', 'holder', 'specific', 'time', 'date', 'mechanical', 'lock', 'key', 'provide', 'record', 'key', 'specific', 'door', 'key', 'easily', 'copy', 'transfer', 'unauthorized', 'person', 'mechanical', 'key', 'lose', 'key', 'holder', 'long', 'authorize', 'use', 'protect', 'area', 'lock', 'keyed']"
160,"Electronic access control EAC uses computers to solve the limitations of mechanical locks and keys. A wide range of credentials can be used to replace mechanical keys. The electronic access control system grants access based on the credential presented. When access is granted, the door is unlocked for a predetermined time and the transaction is recorded. When access is refused, the door remains locked and the attempted access is recorded. The system will also monitor the door and alarm if the door is forced open or held open too long after being unlocked.1","['electronic', 'access', 'control', 'eac', 'use', 'computer', 'solve', 'limitation', 'mechanical', 'lock', 'key', 'wide', 'range', 'credential', 'replace', 'mechanical', 'key', 'electronic', 'access', 'control', 'system', 'grant', 'access', 'base', 'credential', 'present', 'access', 'grant', 'door', 'unlock', 'predetermined', 'time', 'transaction', 'record', 'access', 'refuse', 'door', 'remain', 'lock', 'attempt', 'access', 'record', 'system', 'monitor', 'door', 'alarm', 'door', 'force', 'open', 'hold', 'open', 'long', 'unlocked']"
161,"When a credential is presented to a reader, the reader sends the credential's information, usually a number, to a control panel, a highly reliable processor. The control panel compares the credential's number to an access control list, grants or denies the presented request, and sends a transaction log to a database. When access is denied based on the access control list, the door remains locked. If there is a match between the credential and the access control list, the control panel operates a relay that in turn unlocks the door. The control panel also ignores a door open signal to prevent an alarm. Often the reader provides feedback, such as a flashing red LED for an access denied and a flashing green LED for an access granted.3","['credential', 'present', 'reader', 'reader', 'send', 'credential', 'information', 'usually', 'number', 'control', 'panel', 'highly', 'reliable', 'processor', 'control', 'panel', 'compare', 'credential', 'number', 'access', 'control', 'list', 'grant', 'deny', 'present', 'request', 'send', 'transaction', 'log', 'database', 'access', 'deny', 'base', 'access', 'control', 'list', 'door', 'remain', 'lock', 'match', 'credential', 'access', 'control', 'list', 'control', 'panel', 'operate', 'relay', 'turn', 'unlock', 'door', 'control', 'panel', 'ignore', 'door', 'open', 'signal', 'prevent', 'alarm', 'reader', 'provide', 'feedback', 'flash', 'red', 'led', 'access', 'deny', 'flash', 'green', 'led', 'access', 'granted']"
162,"The above description illustrates a single factor transaction. Credentials can be passed around, thus subverting the access control list. For example, Alice has access rights to the server room, but Bob does not. Alice either gives Bob her credential, or Bob takes it; he now has access to the server room. To prevent this, two-factor authentication can be used. In a two factor transaction, the presented credential and a second factor are needed for access to be granted; another factor can be a PIN, a second credential, operator intervention, or a biometric input.3","['description', 'illustrate', 'single', 'factor', 'transaction', 'credential', 'pass', 'subvert', 'access', 'control', 'list', 'example', 'alice', 'access', 'right', 'server', 'room', 'bob', 'alice', 'give', 'bob', 'credential', 'bob', 'take', 'access', 'server', 'room', 'prevent', 'factor', 'authentication', 'factor', 'transaction', 'present', 'credential', 'second', 'factor', 'need', 'access', 'grant', 'factor', 'pin', 'second', 'credential', 'operator', 'intervention', 'biometric', 'input']"
163,There are three types factors of authenticating information:4,"['type', 'factor', 'authenticate', 'information']"
164,"Passwords are a common means of verifying a user's identity before access is given to information systems. In addition, a fourth factor of authentication is now recognized: someone you know, whereby another person who knows you can provide a human element of authentication in situations where systems have been set up to allow for such scenarios. For example, a user may have their password, but have forgotten their smart card. In such a scenario, if the user is known to designated cohorts, the cohorts may provide their smart card and password, in combination with the extant factor of the user in question, and thus provide two factors for the user with the missing credential, giving three factors overall to allow access.citation needed","['password', 'common', 'mean', 'verify', 'user', 'identity', 'access', 'give', 'information', 'system', 'addition', 'fourth', 'factor', 'authentication', 'recognize', 'know', 'person', 'know', 'provide', 'human', 'element', 'authentication', 'situation', 'system', 'set', 'allow', 'scenario', 'example', 'user', 'password', 'forget', 'smart', 'card', 'scenario', 'user', 'know', 'designate', 'cohort', 'cohort', 'provide', 'smart', 'card', 'password', 'combination', 'extant', 'factor', 'user', 'question', 'provide', 'factor', 'user', 'miss', 'credential', 'give', 'factor', 'overall', 'allow', 'access.citation', 'need']"
165,"A credential is a physical/tangible object, a piece of knowledge, or a facet of a person's physical being that enables an individual access to a given physical facility or computer-based information system. Typically, credentials can be something a person knows such as a number or PIN, something they have such as an access badge, something they are such as a biometric feature, something they do measurable behavioural patterns, or some combination of these items. This is known as multi-factor authentication. The typical credential is an access card or key-fob, and newer software can also turn users' smartphones into access devices.5","['credential', 'physical', 'tangible', 'object', 'piece', 'knowledge', 'facet', 'person', 'physical', 'enable', 'individual', 'access', 'give', 'physical', 'facility', 'computer', 'base', 'information', 'system', 'typically', 'credential', 'person', 'know', 'number', 'pin', 'access', 'badge', 'biometric', 'feature', 'measurable', 'behavioural', 'pattern', 'combination', 'item', 'know', 'multi', 'factor', 'authentication', 'typical', 'credential', 'access', 'card', 'key', 'fob', 'new', 'software', 'turn', 'user', 'smartphone', 'access', 'devices']"
166,"There are many card technologies including magnetic stripe, bar code, Wiegand, 125 kHz proximity, 26-bit card-swipe, contact smart cards, and contactless smart cards. Also available are key-fobs, which are more compact than ID cards, and attach to a key ring. Biometric technologies include fingerprint, facial recognition, iris recognition, retinal scan, voice, and hand geometry. The built-in biometric technologies found on newer smartphones can also be used as credentials in conjunction with access software running on mobile devices.6 In addition to older more traditional card access technologies, newer technologies such as Near field communication NFC, Bluetooth low energy or Ultra-wideband UWB can also communicate user credentials to readers for system or building access.789","['card', 'technology', 'include', 'magnetic', 'stripe', 'bar', 'code', 'wiegand', '125', 'khz', 'proximity', 'bit', 'card', 'swipe', 'contact', 'smart', 'card', 'contactless', 'smart', 'card', 'available', 'key', 'fobs', 'compact', 'card', 'attach', 'key', 'ring', 'biometric', 'technology', 'include', 'fingerprint', 'facial', 'recognition', 'iris', 'recognition', 'retinal', 'scan', 'voice', 'hand', 'geometry', 'build', 'biometric', 'technology', 'find', 'new', 'smartphone', 'credential', 'conjunction', 'access', 'software', 'run', 'mobile', 'devices', 'addition', 'old', 'traditional', 'card', 'access', 'technology', 'new', 'technology', 'near', 'field', 'communication', 'nfc', 'bluetooth', 'low', 'energy', 'ultra', 'wideband', 'uwb', 'communicate', 'user', 'credential', 'reader', 'system', 'build', 'access']"
167,Components of an access control system include:,"['component', 'access', 'control', 'system', 'include']"
168,"Access control decisions are made by comparing the credentials to an access control list. This look-up can be done by a host or server, by an access control panel, or by a reader. The development of access control systems has observed a steady push of the look-up out from a central host to the edge of the system, or the reader. The predominant topology circa 2009 is hub and spoke with a control panel as the hub, and the readers as the spokes. The look-up and control functions are by the control panel. The spokes communicate through a serial connection; usually RS-485. Some manufactures are pushing the decision making to the edge by placing a controller at the door. The controllers are IP enabled, and connect to a host and database using standard networks11","['access', 'control', 'decision', 'compare', 'credential', 'access', 'control', 'list', 'look', 'host', 'server', 'access', 'control', 'panel', 'reader', 'development', 'access', 'control', 'system', 'observe', 'steady', 'push', 'look', 'central', 'host', 'edge', 'system', 'reader', 'predominant', 'topology', 'circa', '2009', 'hub', 'speak', 'control', 'panel', 'hub', 'reader', 'spoke', 'look', 'control', 'function', 'control', 'panel', 'spoke', 'communicate', 'serial', 'connection', 'usually', 'rs-485', 'manufacture', 'push', 'decision', 'making', 'edge', 'place', 'controller', 'door', 'controller', 'enable', 'connect', 'host', 'database', 'standard', 'networks11']"
169,Access control readers may be classified by the functions they are able to perform:12,"['access', 'control', 'reader', 'classify', 'function', 'able', 'perform']"
170,"Some readers may have additional features such as an LCD and function buttons for data collection purposes i.e. clock-in/clock-out events for attendance reports, camera/speaker/microphone for intercom, and smart card read/write support.citation needed","['reader', 'additional', 'feature', 'lcd', 'function', 'button', 'data', 'collection', 'purpose', 'i.e.', 'clock', 'clock', 'event', 'attendance', 'report', 'camera', 'speaker', 'microphone', 'intercom', 'smart', 'card', 'read', 'write', 'support.citation', 'need']"
171,"1. Serial controllers. Controllers are connected to a host PC via a serial RS-485 communication line or via 20mA current loop in some older systems. External RS-232/485 converters or internal RS-485 cards have to be installed, as standard PCs do not have RS-485 communication ports.citation needed","['serial', 'controller', 'controller', 'connect', 'host', 'serial', 'rs-485', 'communication', 'line', '20ma', 'current', 'loop', 'old', 'system', 'external', 'converter', 'internal', 'rs-485', 'card', 'instal', 'standard', 'pc', 'rs-485', 'communication', 'ports.citation', 'need']"
172,"2. Serial main and sub-controllers. All door hardware is connected to sub-controllers a.k.a. door controllers or door interfaces. Sub-controllers usually do not make access decisions, and instead forward all requests to the main controllers. Main controllers usually support from 16 to 32 sub-controllers.","['serial', 'main', 'sub', 'controller', 'door', 'hardware', 'connect', 'sub', 'controllers', 'a.k.a', 'door', 'controller', 'door', 'interface', 'sub', 'controller', 'usually', 'access', 'decision', 'instead', 'forward', 'request', 'main', 'controller', 'main', 'controller', 'usually', 'support', 'sub', 'controller']"
173,"3. Serial main controllers & intelligent readers. All door hardware is connected directly to intelligent or semi-intelligent readers. Readers usually do not make access decisions, and forward all requests to the main controller. Only if the connection to the main controller is unavailable, will the readers use their internal database to make access decisions and record events. Semi-intelligent reader that have no database and cannot function without the main controller should be used only in areas that do not require high security. Main controllers usually support from 16 to 64 readers. All advantages and disadvantages are the same as the ones listed in the second paragraph.","['serial', 'main', 'controller', 'intelligent', 'reader', 'door', 'hardware', 'connect', 'directly', 'intelligent', 'semi', 'intelligent', 'reader', 'reader', 'usually', 'access', 'decision', 'forward', 'request', 'main', 'controller', 'connection', 'main', 'controller', 'unavailable', 'reader', 'use', 'internal', 'database', 'access', 'decision', 'record', 'event', 'semi', 'intelligent', 'reader', 'database', 'function', 'main', 'controller', 'area', 'require', 'high', 'security', 'main', 'controller', 'usually', 'support', 'reader', 'advantage', 'disadvantage', 'one', 'list', 'second', 'paragraph']"
174,"4. Serial controllers with terminal servers. In spite of the rapid development and increasing use of computer networks, access control manufacturers remained conservative, and did not rush to introduce network-enabled products. When pressed for solutions with network connectivity, many chose the option requiring less efforts: addition of a terminal server, a device that converts serial data for transmission via LAN or WAN.","['serial', 'controller', 'terminal', 'server', 'spite', 'rapid', 'development', 'increase', 'use', 'computer', 'network', 'access', 'control', 'manufacturer', 'remain', 'conservative', 'rush', 'introduce', 'network', 'enable', 'product', 'press', 'solution', 'network', 'connectivity', 'choose', 'option', 'require', 'effort', 'addition', 'terminal', 'server', 'device', 'convert', 'serial', 'datum', 'transmission', 'lan', 'wan']"
175,All the RS-485-related advantages and disadvantages also apply.,"['rs-485', 'relate', 'advantage', 'disadvantage', 'apply']"
176,"5. Network-enabled main controllers. The topology is nearly the same as described in the second and third paragraphs. The same advantages and disadvantages apply, but the on-board network interface offers a couple of valuable improvements. Transmission of configuration and user data to the main controllers is faster, and may be done in parallel. This makes the system more responsive, and does not interrupt normal operations. No special hardware is required in order to achieve redundant host PC setup: in the case that the primary host PC fails, the secondary host PC may start polling network controllers. The disadvantages introduced by terminal servers listed in the fourth paragraph are also eliminated.","['network', 'enable', 'main', 'controller', 'topology', 'nearly', 'describe', 'second', 'paragraph', 'advantage', 'disadvantage', 'apply', 'board', 'network', 'interface', 'offer', 'couple', 'valuable', 'improvement', 'transmission', 'configuration', 'user', 'datum', 'main', 'controller', 'fast', 'parallel', 'make', 'system', 'responsive', 'interrupt', 'normal', 'operation', 'special', 'hardware', 'require', 'order', 'achieve', 'redundant', 'host', 'setup', 'case', 'primary', 'host', 'fail', 'secondary', 'host', 'start', 'poll', 'network', 'controller', 'disadvantage', 'introduce', 'terminal', 'server', 'list', 'fourth', 'paragraph', 'eliminate']"
177,6. IP controllers. Controllers are connected to a host PC via Ethernet LAN or WAN.,"['controller', 'controller', 'connect', 'host', 'ethernet', 'lan', 'wan']"
178,7. IP readers. Readers are connected to a host PC via Ethernet LAN or WAN.,"['reader', 'reader', 'connect', 'host', 'ethernet', 'lan', 'wan']"
179,The advantages and disadvantages of IP controllers apply to the IP readers as well.,"['advantage', 'disadvantage', 'controller', 'apply', 'reader']"
180,"The most common security risk of intrusion through an access control system is by simply following a legitimate user through a door, and this is referred to as tailgating. Often the legitimate user will hold the door for the intruder. This risk can be minimized through security awareness training of the user population or more active means such as turnstiles. In very high-security applications this risk is minimized by using a sally port, sometimes called a security vestibule or mantrap, where operator intervention is required presumably to assure valid identification.13","['common', 'security', 'risk', 'intrusion', 'access', 'control', 'system', 'simply', 'follow', 'legitimate', 'user', 'door', 'refer', 'tailgating', 'legitimate', 'user', 'hold', 'door', 'intruder', 'risk', 'minimize', 'security', 'awareness', 'training', 'user', 'population', 'active', 'mean', 'turnstile', 'high', 'security', 'application', 'risk', 'minimize', 'sally', 'port', 'call', 'security', 'vestibule', 'mantrap', 'operator', 'intervention', 'require', 'presumably', 'assure', 'valid', 'identification']"
181,"The second most common risk is from levering a door open. This is relatively difficult on properly secured doors with strikes or high holding force magnetic locks. Fully implemented access control systems include forced door monitoring alarms. These vary in effectiveness, usually failing from high false positive alarms, poor database configuration, or lack of active intrusion monitoring. Most newer access control systems incorporate some type of door prop alarm to inform system administrators of a door left open longer than a specified length of time.citation needed","['second', 'common', 'risk', 'lever', 'door', 'open', 'relatively', 'difficult', 'properly', 'secure', 'door', 'strike', 'high', 'hold', 'force', 'magnetic', 'lock', 'fully', 'implement', 'access', 'control', 'system', 'include', 'force', 'door', 'monitor', 'alarm', 'vary', 'effectiveness', 'usually', 'fail', 'high', 'false', 'positive', 'alarm', 'poor', 'database', 'configuration', 'lack', 'active', 'intrusion', 'monitoring', 'new', 'access', 'control', 'system', 'incorporate', 'type', 'door', 'prop', 'alarm', 'inform', 'system', 'administrator', 'door', 'leave', 'open', 'long', 'specified', 'length', 'time.citation', 'need']"
182,"The third most common security risk is natural disasters. In order to mitigate risk from natural disasters, the structure of the building, down to the quality of the network and computer equipment vital. From an organizational perspective, the leadership will need to adopt and implement an All Hazards Plan, or Incident Response Plan. The highlights of any incident plan determined by the National Incident Management System must include Pre-incident planning, during incident actions, disaster recovery, and after-action review.14","['common', 'security', 'risk', 'natural', 'disaster', 'order', 'mitigate', 'risk', 'natural', 'disaster', 'structure', 'building', 'quality', 'network', 'computer', 'equipment', 'vital', 'organizational', 'perspective', 'leadership', 'need', 'adopt', 'implement', 'hazards', 'plan', 'incident', 'response', 'plan', 'highlight', 'incident', 'plan', 'determine', 'national', 'incident', 'management', 'system', 'include', 'pre', 'incident', 'planning', 'incident', 'action', 'disaster', 'recovery', 'action', 'review']"
183,"Similar to levering is crashing through cheap partition walls. In shared tenant spaces, the divisional wall is a vulnerability. A vulnerability along the same lines is the breaking of sidelights.citation needed","['similar', 'levering', 'crash', 'cheap', 'partition', 'wall', 'share', 'tenant', 'space', 'divisional', 'wall', 'vulnerability', 'vulnerability', 'line', 'breaking', 'sidelights.citation', 'need']"
184,"Spoofing locking hardware is fairly simple and more elegant than levering. A strong magnet can operate the solenoid controlling bolts in electric locking hardware. Motor locks, more prevalent in Europe than in the US, are also susceptible to this attack using a doughnut-shaped magnet. It is also possible to manipulate the power to the lock either by removing or adding current, although most Access Control systems incorporate battery back-up systems and the locks are almost always located on the secure side of the door.citation needed","['spoof', 'lock', 'hardware', 'fairly', 'simple', 'elegant', 'lever', 'strong', 'magnet', 'operate', 'solenoid', 'control', 'bolt', 'electric', 'locking', 'hardware', 'motor', 'lock', 'prevalent', 'europe', 'susceptible', 'attack', 'doughnut', 'shape', 'magnet', 'possible', 'manipulate', 'power', 'lock', 'remove', 'add', 'current', 'access', 'control', 'system', 'incorporate', 'battery', 'system', 'lock', 'locate', 'secure', 'door.citation', 'need']"
185,"Access cards themselves have proven vulnerable to sophisticated attacks. Enterprising hackers have built portable readers that capture the card number from a user's proximity card. The hacker simply walks by the user, reads the card, and then presents the number to a reader securing the door. This is possible because card numbers are sent in the clear, no encryption being used. To counter this, dual authentication methods, such as a card plus a PIN should always be used.","['access', 'card', 'prove', 'vulnerable', 'sophisticated', 'attack', 'enterprising', 'hacker', 'build', 'portable', 'reader', 'capture', 'card', 'number', 'user', 'proximity', 'card', 'hacker', 'simply', 'walk', 'user', 'read', 'card', 'present', 'number', 'reader', 'secure', 'door', 'possible', 'card', 'number', 'send', 'clear', 'encryption', 'counter', 'dual', 'authentication', 'method', 'card', 'plus', 'pin']"
186,"Many access control credentials unique serial numbers are programmed in sequential order during manufacturing. Known as a sequential attack, if an intruder has a credential once used in the system they can simply increment or decrement the serial number until they find a credential that is currently authorized in the system. Ordering credentials with random unique serial numbers is recommended to counter this threat.15","['access', 'control', 'credential', 'unique', 'serial', 'number', 'program', 'sequential', 'order', 'manufacturing', 'know', 'sequential', 'attack', 'intruder', 'credential', 'system', 'simply', 'increment', 'decrement', 'serial', 'number', 'find', 'credential', 'currently', 'authorize', 'system', 'order', 'credential', 'random', 'unique', 'serial', 'number', 'recommend', 'counter', 'threat']"
187,"Finally, most electric locking hardware still has mechanical keys as a fail-over. Mechanical key locks are vulnerable to bumping.16","['finally', 'electric', 'lock', 'hardware', 'mechanical', 'key', 'fail', 'mechanical', 'key', 'lock', 'vulnerable', 'bumping']"
188,The need to know principle can be enforced with user access controls and authorization procedures and its objective is to ensure that only authorized individuals gain access to information or systems necessary to undertake their duties.citation needed,"['need', 'know', 'principle', 'enforce', 'user', 'access', 'control', 'authorization', 'procedure', 'objective', 'ensure', 'authorize', 'individual', 'gain', 'access', 'information', 'system', 'necessary', 'undertake', 'duties.citation', 'need']"
189,"In computer security, general access control includes authentication, authorization, and audit. A more narrow definition of access control would cover only access approval, whereby the system makes a decision to grant or reject an access request from an already authenticated subject, based on what the subject is authorized to access. Authentication and access control are often combined into a single operation, so that access is approved based on successful authentication, or based on an anonymous access token. Authentication methods and tokens include passwords, biometric analysis, physical keys, electronic keys and devices, hidden paths, social barriers, and monitoring by humans and automated systems.","['computer', 'security', 'general', 'access', 'control', 'include', 'authentication', 'authorization', 'audit', 'narrow', 'definition', 'access', 'control', 'cover', 'access', 'approval', 'system', 'make', 'decision', 'grant', 'reject', 'access', 'request', 'authenticate', 'subject', 'base', 'subject', 'authorize', 'access', 'authentication', 'access', 'control', 'combine', 'single', 'operation', 'access', 'approve', 'base', 'successful', 'authentication', 'base', 'anonymous', 'access', 'token', 'authentication', 'method', 'token', 'include', 'password', 'biometric', 'analysis', 'physical', 'key', 'electronic', 'key', 'device', 'hide', 'path', 'social', 'barrier', 'monitoring', 'human', 'automate', 'system']"
190,"In any access-control model, the entities that can perform actions on the system are called subjects, and the entities representing resources to which access may need to be controlled are called objects see also Access Control Matrix. Subjects and objects should both be considered as software entities, rather than as human users: any human users can only have an effect on the system via the software entities that they control.citation needed","['access', 'control', 'model', 'entity', 'perform', 'action', 'system', 'call', 'subject', 'entity', 'represent', 'resource', 'access', 'need', 'control', 'call', 'object', 'access', 'control', 'matrix', 'subject', 'object', 'consider', 'software', 'entity', 'human', 'user', 'human', 'user', 'effect', 'system', 'software', 'entity', 'control.citation', 'need']"
191,"Although some systems equate subjects with user IDs, so that all processes started by a user by default have the same authority, this level of control is not fine-grained enough to satisfy the principle of least privilege, and arguably is responsible for the prevalence of malware in such systems see computer insecurity.citation needed","['system', 'equate', 'subject', 'user', 'id', 'process', 'start', 'user', 'default', 'authority', 'level', 'control', 'fine', 'grain', 'satisfy', 'principle', 'privilege', 'arguably', 'responsible', 'prevalence', 'malware', 'system', 'computer', 'insecurity.citation', 'need']"
192,"In some models, for example the object-capability model, any software entity can potentially act as both subject and object.citation needed","['model', 'example', 'object', 'capability', 'model', 'software', 'entity', 'potentially', 'act', 'subject', 'object.citation', 'need']"
193,"As of 2014update, access-control models tend to fall into one of two classes: those based on capabilities and those based on access control lists ACLs.","['2014update', 'access', 'control', 'model', 'tend', 'fall', 'class', 'base', 'capability', 'base', 'access', 'control', 'list', 'acls']"
194,Both capability-based and ACL-based models have mechanisms to allow access rights to be granted to all members of a group of subjects often the group is itself modeled as a subject.citation needed,"['capability', 'base', 'acl', 'base', 'model', 'mechanism', 'allow', 'access', 'right', 'grant', 'member', 'group', 'subject', 'group', 'model', 'subject.citation', 'need']"
195,"Access control systems provide the essential services of authorization, identification and authentication I&A, access approval, and accountability where:citation needed","['access', 'control', 'system', 'provide', 'essential', 'service', 'authorization', 'identification', 'authentication', 'i', 'access', 'approval', 'accountability', 'citation', 'need']"
196,Access to accounts can be enforced through many types of controls.17,"['access', 'account', 'enforce', 'type', 'controls']"
197,"In telecommunication, the term access control is defined in U.S. Federal Standard 1037C24 with the following meanings:","['telecommunication', 'term', 'access', 'control', 'define', 'u.s.', 'federal', 'standard', '1037c24', 'follow', 'meaning']"
198,This definition depends on several other technical terms from Federal Standard 1037C.,"['definition', 'depend', 'technical', 'term', 'federal', 'standard', '1037c.']"
199,Special public member methods – accessors aka getters and mutator methods often called setters are used to control changes to class variables in order to prevent unauthorized access and data corruption.,"['special', 'public', 'member', 'method', 'accessor', 'aka', 'getter', 'mutator', 'method', 'call', 'setter', 'control', 'change', 'class', 'variable', 'order', 'prevent', 'unauthorized', 'access', 'data', 'corruption']"
200,"In public policy, access control to restrict access to systems ""authorization"" or to track or monitor behavior within systems ""accountability"" is an implementation feature of using trusted systems for security or social control.","['public', 'policy', 'access', 'control', 'restrict', 'access', 'system', 'authorization', 'track', 'monitor', 'behavior', 'system', 'accountability', 'implementation', 'feature', 'trust', 'system', 'security', 'social', 'control']"
201,Pages for logged out editors learn more,"['page', 'log', 'editor', 'learn']"
202,"Access modifiers or access specifiers are keywords in object-oriented languages that set the accessibility of classes, methods, and other members. Access modifiers are a specific part of programming language syntax used to facilitate the encapsulation of components.1","['access', 'modifier', 'access', 'specifier', 'keyword', 'object', 'orient', 'language', 'set', 'accessibility', 'class', 'method', 'member', 'access', 'modifier', 'specific', 'programming', 'language', 'syntax', 'facilitate', 'encapsulation', 'components']"
203,"In C++, there are only three access modifiers. C# extends the number of them to six,2 while Java has four access modifiers, but three keywords for this purpose. In Java, having no keyword before defaults to the package-private modifier.","['c++', 'access', 'modifier', 'extend', 'number', 'six', 'java', 'access', 'modifier', 'keyword', 'purpose', 'java', 'have', 'keyword', 'default', 'package', 'private', 'modifier']"
204,"When the class is declared as public, it is accessible to other classes defined in the same package as well as those defined in other packages. This is the most commonly used specifier for classes. However, a class itself cannot be declared as private. If no access specifier is stated, the default access restrictions will be applied. The class will be accessible to other classes in the same package but will be inaccessible to classes outside the package. When we say that a class is inaccessible, it simply means that we cannot create an object of that class or declare a variable of that class type. The protected access specifier too cannot be applied to a class.","['class', 'declare', 'public', 'accessible', 'class', 'define', 'package', 'define', 'package', 'commonly', 'specifi', 'class', 'class', 'declare', 'private', 'access', 'specifier', 'state', 'default', 'access', 'restriction', 'apply', 'class', 'accessible', 'class', 'package', 'inaccessible', 'class', 'outside', 'package', 'class', 'inaccessible', 'simply', 'mean', 'create', 'object', 'class', 'declare', 'variable', 'class', 'type', 'protect', 'access', 'specifier', 'apply', 'class']"
205,"C++ uses the three modifiers called public, protected, and private.3 C# has the modifiers public, protected ,internal, private, protected internal, and private protected. Java has public, package, protected, and private; package is the default, used if no other access modifier keyword is specified. The meaning of these modifiers may differ from one language to another. A comparison of the keywords, ordered from the most restrictive to the most open, and their meaning in these three languages follows. Their visibility ranges from the same class to the package where the class is defined to a general access permission. Below, the maximal access is written into the table.","['c++', 'use', 'modifier', 'call', 'public', 'protect', 'private', 'modifier', 'public', 'protect', 'internal', 'private', 'protect', 'internal', 'private', 'protect', 'java', 'public', 'package', 'protect', 'private', 'package', 'default', 'access', 'modifier', 'keyword', 'specify', 'meaning', 'modifier', 'differ', 'language', 'comparison', 'keyword', 'order', 'restrictive', 'open', 'meaning', 'language', 'follow', 'visibility', 'range', 'class', 'package', 'class', 'define', 'general', 'access', 'permission', 'maximal', 'access', 'write', 'table']"
